symbol,resolved_to,chain,resolved,permission,module,confidence,canonical_roles,consumers
require_security_ip_blocklist_revoke,require_security_ip_blocklist_revoke,require_security_ip_blocklist_revoke,True,security:ip_blocklist:revoke,app.core.permissions,PERMISSION_MAP,admin_security|super_admin,1
require_security_api_keys_create,require_security_api_keys_create,require_security_api_keys_create,True,security:api_keys:create,app.core.permissions,PERMISSION_MAP,admin_security|super_admin,1
require_security_api_keys_rotate,require_security_api_keys_rotate,require_security_api_keys_rotate,True,security:api_keys:rotate,app.core.permissions,PERMISSION_MAP,admin_security|super_admin,1
require_security_api_keys_revoke,require_security_api_keys_revoke,require_security_api_keys_revoke,True,security:api_keys:revoke,app.core.permissions,PERMISSION_MAP,admin_security|super_admin,1
require_security_audit_export,require_security_audit_export,require_security_audit_export,True,security:audit:export,app.core.permissions,PERMISSION_MAP,admin_security|super_admin,1
require_security_policies_read,require_security_policies_read,require_security_policies_read,True,security:policies:read,app.core.permissions,PERMISSION_MAP,admin_security|super_admin,1
require_security_policies_update,require_security_policies_update,require_security_policies_update,True,,app.core.permissions,STATIC_ONLY_RUNTIME_EXTENSIBLE,super_admin,1
require_booking_bookings_create,require_booking_bookings_create,require_booking_bookings_create,True,booking:bookings:create,app.core.permissions,PERMISSION_MAP,customer|super_admin|tenant_owner,1
require_tenant_mutation_booking_bookings_create,require_tenant_mutation_booking_bookings_create,require_tenant_mutation_booking_bookings_create->require_booking_bookings_create,True,booking:bookings:create,app.core.permissions,PERMISSION_MAP,customer|super_admin|tenant_owner,1
require_tenant_mutation_booking_bookings_cancel,require_tenant_mutation_booking_bookings_cancel,require_tenant_mutation_booking_bookings_cancel->require_booking_bookings_cancel,True,booking:bookings:cancel,app.core.permissions,PERMISSION_MAP,customer|super_admin|tenant_owner,1
require_tenant_mutation_booking_bookings_reschedule,require_tenant_mutation_booking_bookings_reschedule,require_tenant_mutation_booking_bookings_reschedule->require_booking_bookings_reschedule,True,booking:bookings:reschedule,app.core.permissions,PERMISSION_MAP,customer|super_admin|tenant_owner,1
require_customers_view_detail,require_customers_view_detail,require_customers_view_detail,True,customers:view_detail,app.core.permissions,PERMISSION_MAP,super_admin,1
require_customers_service_credits_read,require_customers_service_credits_read,require_customers_service_credits_read,True,customers:service_credits:read,app.core.permissions,PERMISSION_MAP,super_admin,1
require_customers_service_credits_create,require_customers_service_credits_create,require_customers_service_credits_create,True,customers:service_credits:create,app.core.permissions,PERMISSION_MAP,super_admin,1
require_customers_sessions_read,require_customers_sessions_read,require_customers_sessions_read,True,,app.core.permissions,STATIC_ONLY_RUNTIME_EXTENSIBLE,super_admin,1
require_customers_login_history_read,require_customers_login_history_read,require_customers_login_history_read,True,customers:login_history:read,app.core.permissions,PERMISSION_MAP,super_admin,1
require_customers_privacy_read,require_customers_privacy_read,require_customers_privacy_read,True,,app.core.permissions,STATIC_ONLY_RUNTIME_EXTENSIBLE,super_admin,1
require_customers_audit_read,require_customers_audit_read,require_customers_audit_read,True,,app.core.permissions,STATIC_ONLY_RUNTIME_EXTENSIBLE,super_admin,1
require_customers_suspend,require_customers_suspend,require_customers_suspend,True,,app.core.permissions,STATIC_ONLY_RUNTIME_EXTENSIBLE,super_admin,1
require_customers_reactivate,require_customers_reactivate,require_customers_reactivate,True,,app.core.permissions,STATIC_ONLY_RUNTIME_EXTENSIBLE,super_admin,1
require_customers_sessions_revoke,require_customers_sessions_revoke,require_customers_sessions_revoke,True,,app.core.permissions,STATIC_ONLY_RUNTIME_EXTENSIBLE,super_admin,1
require_finance_deposits_refund,require_finance_deposits_refund,require_finance_deposits_refund,True,finance:deposits:refund,app.core.permissions,PERMISSION_MAP,admin_finance|super_admin,1
require_finance_topups_update,require_finance_topups_update,require_finance_topups_update,True,finance:topups:update,app.core.permissions,PERMISSION_MAP,admin_finance|super_admin,1
require_finance_topups_refund,require_finance_topups_refund,require_finance_topups_refund,True,finance:topups:refund,app.core.permissions,PERMISSION_MAP,admin_finance|super_admin,1
require_finance_claims_approve,require_finance_claims_approve,require_finance_claims_approve,True,,app.core.permissions,STATIC_ONLY_RUNTIME_EXTENSIBLE,super_admin,1
require_finance_claims_reject,require_finance_claims_reject,require_finance_claims_reject,True,,app.core.permissions,STATIC_ONLY_RUNTIME_EXTENSIBLE,super_admin,1
require_finance_claims_settle,require_finance_claims_settle,require_finance_claims_settle,True,,app.core.permissions,STATIC_ONLY_RUNTIME_EXTENSIBLE,super_admin,1
require_finance_payouts_approve,require_finance_payouts_approve,require_finance_payouts_approve,True,,app.core.permissions,STATIC_ONLY_RUNTIME_EXTENSIBLE,super_admin,1
require_finance_payouts_reject,require_finance_payouts_reject,require_finance_payouts_reject,True,,app.core.permissions,STATIC_ONLY_RUNTIME_EXTENSIBLE,super_admin,1
require_finance_payouts_complete,require_finance_payouts_complete,require_finance_payouts_complete,True,,app.core.permissions,STATIC_ONLY_RUNTIME_EXTENSIBLE,super_admin,1
require_finance_audit_read,require_finance_audit_read,require_finance_audit_read,True,,app.core.permissions,STATIC_ONLY_RUNTIME_EXTENSIBLE,super_admin,1
require_tenant_mutation_field_ops_jobs_update,require_tenant_mutation_field_ops_jobs_update,require_tenant_mutation_field_ops_jobs_update->require_field_ops_jobs_update,True,field_ops:jobs:update,app.core.permissions,PERMISSION_MAP,staff|super_admin|technician|tenant_owner,1
require_field_ops_jobs_close,require_field_ops_jobs_close,require_field_ops_jobs_close,True,field_ops:jobs:close,app.core.permissions,PERMISSION_MAP,staff|super_admin|technician|tenant_owner,1
require_pricing.rules.activate,require_pricing.rules.activate,require_pricing.rules.activate,True,pricing.rules.activate,app.core.permissions,PERMISSION_MAP,super_admin,1
require_pricing.rules.deactivate,require_pricing.rules.deactivate,require_pricing.rules.deactivate,True,pricing.rules.deactivate,app.core.permissions,PERMISSION_MAP,super_admin,1
require_pricing.bargain_rules.create,require_pricing.bargain_rules.create,require_pricing.bargain_rules.create,True,pricing.bargain_rules.create,app.core.permissions,PERMISSION_MAP,super_admin,1
require_pricing.bargain_rules.activate,require_pricing.bargain_rules.activate,require_pricing.bargain_rules.activate,True,pricing.bargain_rules.activate,app.core.permissions,PERMISSION_MAP,super_admin,1
require_pricing.bargain_rules.deactivate,require_pricing.bargain_rules.deactivate,require_pricing.bargain_rules.deactivate,True,pricing.bargain_rules.deactivate,app.core.permissions,PERMISSION_MAP,super_admin,1
require_pricing.bargain_rules.audit.read,require_pricing.bargain_rules.audit.read,require_pricing.bargain_rules.audit.read,True,pricing.bargain_rules.audit.read,app.core.permissions,PERMISSION_MAP,super_admin,1
require_pricing.provider_overrides.create,require_pricing.provider_overrides.create,require_pricing.provider_overrides.create,True,pricing.provider_overrides.create,app.core.permissions,PERMISSION_MAP,super_admin,1
require_pricing.provider_overrides.validate_preview,require_pricing.provider_overrides.validate_preview,require_pricing.provider_overrides.validate_preview,True,pricing.provider_overrides.validate_preview,app.core.permissions,PERMISSION_MAP,super_admin,1
require_pricing.provider_overrides.approve,require_pricing.provider_overrides.approve,require_pricing.provider_overrides.approve,True,pricing.provider_overrides.approve,app.core.permissions,PERMISSION_MAP,super_admin,1
require_pricing.provider_overrides.reject,require_pricing.provider_overrides.reject,require_pricing.provider_overrides.reject,True,pricing.provider_overrides.reject,app.core.permissions,PERMISSION_MAP,super_admin,1
require_pricing.provider_overrides.activate,require_pricing.provider_overrides.activate,require_pricing.provider_overrides.activate,True,pricing.provider_overrides.activate,app.core.permissions,PERMISSION_MAP,super_admin,1
require_pricing.provider_overrides.deactivate,require_pricing.provider_overrides.deactivate,require_pricing.provider_overrides.deactivate,True,pricing.provider_overrides.deactivate,app.core.permissions,PERMISSION_MAP,super_admin,1
require_pricing.provider_overrides.audit.read,require_pricing.provider_overrides.audit.read,require_pricing.provider_overrides.audit.read,True,pricing.provider_overrides.audit.read,app.core.permissions,PERMISSION_MAP,super_admin,1
require_packages.archive,require_packages.archive,require_packages.archive,True,packages.archive,app.core.permissions,PERMISSION_MAP,super_admin,1
require_packages.activate,require_packages.activate,require_packages.activate,True,packages.activate,app.core.permissions,PERMISSION_MAP,super_admin,1
require_packages.deactivate,require_packages.deactivate,require_packages.deactivate,True,packages.deactivate,app.core.permissions,PERMISSION_MAP,super_admin,1
require_packages.clone,require_packages.clone,require_packages.clone,True,packages.clone,app.core.permissions,PERMISSION_MAP,super_admin,1
require_finance.usage_credits.top_up,require_finance.usage_credits.top_up,require_finance.usage_credits.top_up,True,finance.usage_credits.top_up,app.core.permissions,PERMISSION_MAP,admin_finance|super_admin,1
require_settings_create,require_settings_create,require_settings_create,True,,app.core.permissions,STATIC_ONLY_RUNTIME_EXTENSIBLE,super_admin,1
require_settings_update,require_settings_update,require_settings_update,True,,app.core.permissions,STATIC_ONLY_RUNTIME_EXTENSIBLE,super_admin,1
require_settings_enable,require_settings_enable,require_settings_enable,True,,app.core.permissions,STATIC_ONLY_RUNTIME_EXTENSIBLE,super_admin,1
require_settings_disable,require_settings_disable,require_settings_disable,True,,app.core.permissions,STATIC_ONLY_RUNTIME_EXTENSIBLE,super_admin,1
require_settings_impact_preview,require_settings_impact_preview,require_settings_impact_preview,True,settings:impact_preview,app.core.permissions,PERMISSION_MAP,super_admin,1
require_settings_rollback,require_settings_rollback,require_settings_rollback,True,,app.core.permissions,STATIC_ONLY_RUNTIME_EXTENSIBLE,super_admin,1
require_settings_history_read,require_settings_history_read,require_settings_history_read,True,,app.core.permissions,STATIC_ONLY_RUNTIME_EXTENSIBLE,super_admin,1
require_settings_plan_update,require_settings_plan_update,require_settings_plan_update,True,,app.core.permissions,STATIC_ONLY_RUNTIME_EXTENSIBLE,super_admin,1
require_settings_category_update,require_settings_category_update,require_settings_category_update,True,,app.core.permissions,STATIC_ONLY_RUNTIME_EXTENSIBLE,super_admin,1
require_settings_tenant_overrides_read,require_settings_tenant_overrides_read,require_settings_tenant_overrides_read,True,settings:tenant_overrides:read,app.core.permissions,PERMISSION_MAP,super_admin,1
require_settings_tenant_overrides_revoke,require_settings_tenant_overrides_revoke,require_settings_tenant_overrides_revoke,True,settings:tenant_overrides:revoke,app.core.permissions,PERMISSION_MAP,super_admin,1
require_settings_feature_flags_read,require_settings_feature_flags_read,require_settings_feature_flags_read,True,settings:feature_flags:read,app.core.permissions,PERMISSION_MAP,super_admin,1
require_settings_audit_read,require_settings_audit_read,require_settings_audit_read,True,,app.core.permissions,STATIC_ONLY_RUNTIME_EXTENSIBLE,super_admin,1
require_customers_manage,require_customers_manage,require_customers_manage,True,customers:manage,app.core.permissions,PERMISSION_MAP,super_admin|tenant_owner,1
require_admin_jobs_reassign,require_admin_jobs_reassign,require_admin_jobs_reassign,True,admin:jobs:reassign,app.core.permissions,PERMISSION_MAP,admin_operations|super_admin,1
require_admin_jobs_status_override,require_admin_jobs_status_override,require_admin_jobs_status_override,True,admin:jobs:status_override,app.core.permissions,PERMISSION_MAP,admin_operations|super_admin,1
require_admin_jobs_force_close,require_admin_jobs_force_close,require_admin_jobs_force_close,True,admin:jobs:force_close,app.core.permissions,PERMISSION_MAP,admin_operations|super_admin,1
require_admin_jobs_void,require_admin_jobs_void,require_admin_jobs_void,True,admin:jobs:void,app.core.permissions,PERMISSION_MAP,admin_operations|super_admin,1
require_tenant_mutation_field_ops_invoice_generate,require_tenant_mutation_field_ops_invoice_generate,require_tenant_mutation_field_ops_invoice_generate->require_field_ops_invoice_generate,True,field_ops:invoice:generate,app.core.permissions,PERMISSION_MAP,super_admin|tenant_owner,1
require_tenants.reject,require_tenants.reject,require_tenants.reject,True,tenants.reject,app.core.permissions,PERMISSION_MAP,admin_operations|super_admin,1
require_tenants.request_more_info,require_tenants.request_more_info,require_tenants.request_more_info,True,tenants.request_more_info,app.core.permissions,PERMISSION_MAP,admin_operations|super_admin,1
require_verticals_enable,require_verticals_enable,require_verticals_enable,True,,app.core.permissions,STATIC_ONLY_RUNTIME_EXTENSIBLE,super_admin,1
require_verticals_disable,require_verticals_disable,require_verticals_disable,True,,app.core.permissions,STATIC_ONLY_RUNTIME_EXTENSIBLE,super_admin,1
require_setup_templates_publish,require_setup_templates_publish,require_setup_templates_publish,True,setup_templates:publish,app.core.permissions,PERMISSION_MAP,super_admin,1
require_marketing.posts.create,require_marketing.posts.create,require_marketing.posts.create,True,marketing.posts.create,app.core.permissions,PERMISSION_MAP,super_admin,1
require_marketing.posts.publish,require_marketing.posts.publish,require_marketing.posts.publish,True,marketing.posts.publish,app.core.permissions,PERMISSION_MAP,super_admin,1
require_marketing.posts.retry,require_marketing.posts.retry,require_marketing.posts.retry,True,marketing.posts.retry,app.core.permissions,PERMISSION_MAP,super_admin,1
require_marketing.posts.cancel,require_marketing.posts.cancel,require_marketing.posts.cancel,True,marketing.posts.cancel,app.core.permissions,PERMISSION_MAP,super_admin,1
require_marketing.ai.generate_image,require_marketing.ai.generate_image,require_marketing.ai.generate_image,True,marketing.ai.generate_image,app.core.permissions,PERMISSION_MAP,super_admin,1
require_marketing.social_accounts.connect,require_marketing.social_accounts.connect,require_marketing.social_accounts.connect,True,marketing.social_accounts.connect,app.core.permissions,PERMISSION_MAP,super_admin,1
require_marketing.social_accounts.read,require_marketing.social_accounts.read,require_marketing.social_accounts.read,True,marketing.social_accounts.read,app.core.permissions,PERMISSION_MAP,super_admin,1
require_marketing.social_accounts.disconnect,require_marketing.social_accounts.disconnect,require_marketing.social_accounts.disconnect,True,marketing.social_accounts.disconnect,app.core.permissions,PERMISSION_MAP,super_admin,1
require_marketing.templates.create,require_marketing.templates.create,require_marketing.templates.create,True,marketing.templates.create,app.core.permissions,PERMISSION_MAP,super_admin,1
require_marketing.templates.update,require_marketing.templates.update,require_marketing.templates.update,True,marketing.templates.update,app.core.permissions,PERMISSION_MAP,super_admin,1
require_marketing.ai.manage_budget,require_marketing.ai.manage_budget,require_marketing.ai.manage_budget,True,marketing.ai.manage_budget,app.core.permissions,PERMISSION_MAP,super_admin,1
require_marketing.audit.read,require_marketing.audit.read,require_marketing.audit.read,True,marketing.audit.read,app.core.permissions,PERMISSION_MAP,super_admin,1
require_dashboard.finance.read,require_dashboard.finance.read,require_dashboard.finance.read,True,dashboard.finance.read,app.core.permissions,PERMISSION_MAP,admin_finance|super_admin,1
require_dashboard.engine_health.read,require_dashboard.engine_health.read,require_dashboard.engine_health.read,True,dashboard.engine_health.read,app.core.permissions,PERMISSION_MAP,admin_operations|super_admin,1
require_dashboard.security.read,require_dashboard.security.read,require_dashboard.security.read,True,dashboard.security.read,app.core.permissions,PERMISSION_MAP,admin_security|super_admin,1
require_dashboard.activity.read,require_dashboard.activity.read,require_dashboard.activity.read,True,dashboard.activity.read,app.core.permissions,PERMISSION_MAP,admin_operations|super_admin,1
require_dashboard.export,require_dashboard.export,require_dashboard.export,True,dashboard.export,app.core.permissions,PERMISSION_MAP,super_admin,1
