method,path,endpoint,module,behaviour,db_writes,external_effects,audit_effects
GET,/v1/admin/finance/settlements/summary,get_settlement_summary,app.engines.customer_credits.admin_router,READ_ONLY,,,
GET,/v1/admin/finance/settlements,list_settlements,app.engines.customer_credits.admin_router,READ_ONLY,,,
GET,/v1/admin/finance/settlements/{settlement_id},get_settlement,app.engines.customer_credits.admin_router,READ_ONLY,,,
POST,/v1/admin/finance/disputes/{dispute_id}/settlements,create_settlement,app.engines.customer_credits.admin_router,DATABASE_MUTATION,add|commit|flush,,_audit
POST,/v1/admin/finance/disputes/{dispute_id}/settlements/preview,preview_deduction,app.engines.customer_credits.admin_router,READ_ONLY_POST,,,
POST,/v1/admin/finance/settlements/{settlement_id}/approve,approve_settlement,app.engines.customer_credits.admin_router,DATABASE_MUTATION,add|commit,,_audit
POST,/v1/admin/finance/settlements/{settlement_id}/execute,execute_settlement,app.engines.customer_credits.admin_router,DATABASE_MUTATION,add|commit|flush,,_audit
POST,/v1/admin/finance/settlements/{settlement_id}/cancel,cancel_settlement,app.engines.customer_credits.admin_router,DATABASE_MUTATION,add|commit,,_audit
GET,/v1/admin/finance/credits/summary,get_credit_summary,app.engines.customer_credits.admin_router,READ_ONLY,,,
GET,/v1/admin/finance/credits,list_credits,app.engines.customer_credits.admin_router,READ_ONLY,,,
GET,/v1/admin/finance/credits/{credit_id},get_credit,app.engines.customer_credits.admin_router,READ_ONLY,,,
POST,/v1/admin/finance/customers/{customer_id}/credits,issue_manual_credit,app.engines.customer_credits.admin_router,DATABASE_MUTATION,add|commit|flush,,_audit
POST,/v1/admin/finance/credits/{credit_id}/cancel,cancel_credit,app.engines.customer_credits.admin_router,DATABASE_MUTATION,add|commit,,_audit
POST,/v1/admin/finance/credits/{credit_id}/extend,extend_credit,app.engines.customer_credits.admin_router,DATABASE_MUTATION,add|commit,,_audit
GET,/v1/admin/finance/penalties/summary,get_penalty_summary,app.engines.customer_credits.admin_router,READ_ONLY,,,
GET,/v1/admin/finance/penalties,list_penalties,app.engines.customer_credits.admin_router,READ_ONLY,,,
GET,/v1/admin/finance/vertical-config/{vertical_type},get_vertical_config,app.engines.customer_credits.admin_router,READ_ONLY,,,
GET,/v1/me/credits,list_my_credits,app.engines.customer_credits.customer_router,READ_ONLY,,,
GET,/v1/me/credits/summary,get_my_credit_summary,app.engines.customer_credits.customer_router,READ_ONLY,,,
GET,/v1/me/credits/{credit_id},get_my_credit,app.engines.customer_credits.customer_router,READ_ONLY,,,
POST,/v1/me/credits/preview-apply,preview_apply_credit,app.engines.customer_credits.customer_router,READ_ONLY_POST,,,
POST,/v1/me/credits/apply,apply_credit_to_booking,app.engines.customer_credits.customer_router,DATABASE_MUTATION,add|commit,,_audit
GET,/v1/provider/finance/credits/summary,tenant_credits_summary,app.engines.customer_credits.provider_router,READ_ONLY,,,
GET,/v1/provider/finance/penalties/summary,tenant_penalties_summary,app.engines.customer_credits.provider_router,READ_ONLY,,,
GET,/v1/provider/finance/penalties,list_tenant_penalties,app.engines.customer_credits.provider_router,READ_ONLY,,,
GET,/v1/provider/finance/settlements,list_tenant_settlements,app.engines.customer_credits.provider_router,READ_ONLY,,,
GET,/v1/security/meta,engine_meta,app.engines.security.router,HEALTH_OR_DIAGNOSTIC,,,
POST,/v1/security/api-keys,create_api_key,app.engines.security.router,DATABASE_MUTATION,add|flush|raw_sql,,
GET,/v1/security/api-keys/tenants/{tenant_id},list_api_keys,app.engines.security.router,READ_ONLY,,,
GET,/v1/security/api-keys/{key_id},get_api_key,app.engines.security.router,READ_ONLY,,,
POST,/v1/security/api-keys/verify,verify_api_key,app.engines.security.router,DATABASE_MUTATION,add|flush,,
POST,/v1/security/api-keys/{key_id}/rotate,rotate_api_key,app.engines.security.router,DATABASE_MUTATION,add|flush|raw_sql,,
POST,/v1/security/api-keys/{key_id}/revoke,revoke_api_key,app.engines.security.router,DATABASE_MUTATION,add|raw_sql,,
POST,/v1/security/blocklist,block_ip,app.engines.security.router,DATABASE_MUTATION,add|flush|raw_sql,,
DELETE,/v1/security/blocklist/{ip_or_cidr},unblock_ip,app.engines.security.router,DATABASE_MUTATION,add|raw_sql,,
GET,/v1/security/blocklist/check,check_ip,app.engines.security.router,READ_ONLY,,,
GET,/v1/security/blocklist,list_blocklist,app.engines.security.router,READ_ONLY,,,
POST,/v1/security/activity/record,record_activity,app.engines.security.router,DATABASE_MUTATION,add|flush,,
GET,/v1/security/activity,list_activity,app.engines.security.router,READ_ONLY,,,
POST,/v1/security/activity/{log_id}/acknowledge,acknowledge_activity,app.engines.security.router,READ_ONLY_POST,,,
POST,/v1/security/audit-log,write_audit,app.engines.security.router,DATABASE_MUTATION,add|flush|raw_sql,,
GET,/v1/security/audit-log,search_audit,app.engines.security.router,READ_ONLY,,,
POST,/v1/security/sessions,create_session,app.engines.security.router,DATABASE_MUTATION,add|flush,,
GET,/v1/security/sessions/users/{user_id},list_sessions,app.engines.security.router,READ_ONLY,,,
POST,/v1/security/sessions/{session_id}/revoke,revoke_session,app.engines.security.router,DATABASE_MUTATION,add|raw_sql,,_audit|record_platform_audit
POST,/v1/security/sessions/users/{user_id}/revoke-all,revoke_all_sessions,app.engines.security.router,DATABASE_MUTATION,add|raw_sql,,
GET,/v1/security/summary,security_summary,app.engines.security.router,READ_ONLY,,,
GET,/v1/admin/security/overview,overview,app.engines.security.admin_router,READ_ONLY,,,
GET,/v1/admin/security/threats,list_threats,app.engines.security.admin_router,READ_ONLY,,,
GET,/v1/admin/security/threats/{threat_id},threat_detail,app.engines.security.admin_router,READ_ONLY,,,
POST,/v1/admin/security/threats/{threat_id}/assign,assign_threat,app.engines.security.admin_router,DATABASE_MUTATION,,,_audit|record_platform_audit
POST,/v1/admin/security/threats/{threat_id}/status,update_threat_status,app.engines.security.admin_router,DATABASE_MUTATION,raw_sql,,_audit|record_platform_audit
POST,/v1/admin/security/threats/{threat_id}/block-ip,block_ip_from_threat,app.engines.security.admin_router,DATABASE_MUTATION,add|flush,,_audit|record_platform_audit
POST,/v1/admin/security/threats/{threat_id}/revoke-sessions,revoke_sessions_from_threat,app.engines.security.admin_router,DATABASE_MUTATION,,,_audit|record_platform_audit
GET,/v1/admin/security/sessions,list_sessions,app.engines.security.admin_router,READ_ONLY,,,
GET,/v1/admin/security/sessions/{session_id},session_detail,app.engines.security.admin_router,READ_ONLY,,,
POST,/v1/admin/security/sessions/{session_id}/revoke,revoke_session,app.engines.security.admin_router,DATABASE_MUTATION,add|raw_sql,,_audit|record_platform_audit
POST,/v1/admin/security/sessions/user/{user_id}/revoke-all,revoke_all_sessions,app.engines.security.admin_router,DATABASE_MUTATION,,,_audit|record_platform_audit
GET,/v1/admin/security/ip-blocklist,list_ip_blocklist,app.engines.security.admin_router,READ_ONLY,,,
POST,/v1/admin/security/ip-blocklist,create_ip_block,app.engines.security.admin_router,DATABASE_MUTATION,add|flush,,_audit|record_platform_audit
PATCH,/v1/admin/security/ip-blocklist/{entry_id},update_ip_block,app.engines.security.admin_router,DATABASE_MUTATION,raw_sql,,_audit|record_platform_audit
POST,/v1/admin/security/ip-blocklist/{entry_id}/revoke,revoke_ip_block,app.engines.security.admin_router,DATABASE_MUTATION,,,_audit|record_platform_audit
GET,/v1/admin/security/ip-blocklist/{entry_id}/hits,ip_block_hits,app.engines.security.admin_router,READ_ONLY,,,
GET,/v1/admin/security/api-keys,list_api_keys,app.engines.security.admin_router,READ_ONLY,,,
POST,/v1/admin/security/api-keys,create_api_key,app.engines.security.admin_router,DATABASE_MUTATION,add|flush|raw_sql,,
GET,/v1/admin/security/api-keys/{key_id},api_key_detail,app.engines.security.admin_router,READ_ONLY,,,
POST,/v1/admin/security/api-keys/{key_id}/rotate,rotate_api_key,app.engines.security.admin_router,DATABASE_MUTATION,add|flush|raw_sql,,
POST,/v1/admin/security/api-keys/{key_id}/revoke,revoke_api_key,app.engines.security.admin_router,DATABASE_MUTATION,add|raw_sql,,
GET,/v1/admin/security/api-keys/{key_id}/usage,api_key_usage,app.engines.security.admin_router,READ_ONLY,,,
GET,/v1/admin/security/audit-logs,list_audit_logs,app.engines.security.admin_router,READ_ONLY,,,
GET,/v1/admin/security/audit-logs/{log_id},audit_log_detail,app.engines.security.admin_router,READ_ONLY,,,
GET,/v1/admin/security/audit-logs-export,export_audit_logs,app.engines.security.admin_router,READ_ONLY_WITH_ACCESS_AUDIT,,,_audit|record_platform_audit
GET,/v1/admin/security/policies,get_policies,app.engines.security.admin_router,READ_ONLY,,,
PATCH,/v1/admin/security/policies/{policy_key},update_policy,app.engines.security.admin_router,DATABASE_MUTATION,raw_sql,,_audit|record_platform_audit
GET,/v1/reviews/meta,engine_meta,app.engines.review.router,HEALTH_OR_DIAGNOSTIC,,,
POST,/v1/reviews,create_review,app.engines.review.router,READ_ONLY_POST,,,
GET,/v1/reviews/requests,list_requests_by_query,app.engines.review.router,READ_ONLY,,,
GET,/v1/reviews/{review_id},get_review,app.engines.review.router,READ_ONLY,,,
GET,/v1/reviews,list_by_tenant,app.engines.review.router,READ_ONLY,,,
GET,/v1/reviews/staff/{staff_id},list_by_staff,app.engines.review.router,READ_ONLY,,,
GET,/v1/reviews/customers/{customer_id},list_by_customer,app.engines.review.router,READ_ONLY,,,
POST,/v1/reviews/{review_id}/reply,submit_reply,app.engines.review.router,READ_ONLY_POST,,,
POST,/v1/reviews/{review_id}/flag,flag_review,app.engines.review.router,DATABASE_MUTATION,add,,_write_history
POST,/v1/reviews/{review_id}/resolve,resolve_flag,app.engines.review.router,DATABASE_MUTATION,add,,_write_history
GET,/v1/reviews/aggregates/{entity_type}/{entity_id},get_aggregate,app.engines.review.router,READ_ONLY,,,
POST,/v1/reviews/requests,create_request,app.engines.review.router,DATABASE_MUTATION,add|flush,,
GET,/v1/reviews/requests/jobs/{job_id},get_request,app.engines.review.router,READ_ONLY,,,
GET,/v1/reviews/tenants/{tenant_id}/requests,list_requests,app.engines.review.router,READ_ONLY,,,
GET,/v1/reviews/tenants/{tenant_id}/recent,recent_reviews,app.engines.review.router,READ_ONLY,,,
GET,/v1/chat/meta,engine_meta,app.engines.chat.router,HEALTH_OR_DIAGNOSTIC,,,
POST,/v1/chat/conversations,create_conversation,app.engines.chat.router,DATABASE_MUTATION,add|flush,,
GET,/v1/chat/conversations/{conversation_id},get_conversation,app.engines.chat.router,READ_ONLY,,,
GET,/v1/chat/conversations,list_conversations,app.engines.chat.router,READ_ONLY,,,
GET,/v1/chat/conversations/{conversation_id}/participants,list_participants,app.engines.chat.router,READ_ONLY,,,
POST,/v1/chat/conversations/{conversation_id}/messages,send_message,app.engines.chat.router,DATABASE_MUTATION,add|flush,,
GET,/v1/chat/conversations/{conversation_id}/messages,list_messages,app.engines.chat.router,READ_ONLY,,,
POST,/v1/chat/conversations/{conversation_id}/messages/read,mark_read,app.engines.chat.router,READ_ONLY_POST,,,
GET,/v1/chat/conversations/{conversation_id}/unread,get_unread,app.engines.chat.router,READ_ONLY,,,
POST,/v1/chat/conversations/{conversation_id}/typing,set_typing,app.engines.chat.router,READ_ONLY_POST,,,
GET,/v1/chat/conversations/{conversation_id}/typing,get_typing,app.engines.chat.router,READ_ONLY,,,
PUT,/v1/chat/messages/{message_id},edit_message,app.engines.chat.router,READ_ONLY_PUT_OR_PATCH_FALSE_POSITIVE,,,
DELETE,/v1/chat/messages/{message_id},delete_message,app.engines.chat.router,READ_ONLY_PUT_OR_PATCH_FALSE_POSITIVE,,,
GET,/v1/webhooks/meta,engine_meta,app.engines.webhook.router,HEALTH_OR_DIAGNOSTIC,,,
POST,/v1/webhooks/endpoints,create_endpoint,app.engines.webhook.router,DATABASE_MUTATION,add|flush,,
GET,/v1/webhooks/endpoints/{endpoint_id},get_endpoint,app.engines.webhook.router,READ_ONLY,,,
GET,/v1/webhooks/tenants/{tenant_id}/endpoints,list_endpoints,app.engines.webhook.router,READ_ONLY,,,
PUT,/v1/webhooks/endpoints/{endpoint_id},update_endpoint,app.engines.webhook.router,READ_ONLY_PUT_OR_PATCH_FALSE_POSITIVE,,,
DELETE,/v1/webhooks/endpoints/{endpoint_id},delete_endpoint,app.engines.webhook.router,READ_ONLY_PUT_OR_PATCH_FALSE_POSITIVE,,,
POST,/v1/webhooks/endpoints/{endpoint_id}/test,test_endpoint,app.engines.webhook.router,DATABASE_MUTATION,add|flush,,
POST,/v1/webhooks/endpoints/{endpoint_id}/pause,pause_endpoint,app.engines.webhook.router,READ_ONLY_POST,,,
POST,/v1/webhooks/endpoints/{endpoint_id}/resume,resume_endpoint,app.engines.webhook.router,READ_ONLY_POST,,,
GET,/v1/webhooks/tenants/{tenant_id}/deliveries,list_deliveries,app.engines.webhook.router,READ_ONLY,,,
GET,/v1/webhooks/deliveries/{delivery_id},get_delivery,app.engines.webhook.router,READ_ONLY,,,
POST,/v1/webhooks/deliveries/{delivery_id}/replay,replay_delivery,app.engines.webhook.router,DATABASE_MUTATION,add|flush,,
GET,/v1/webhooks/tenants/{tenant_id}/events/{event_type},list_by_event_type,app.engines.webhook.router,READ_ONLY,,,
GET,/v1/payments/meta,engine_meta,app.engines.payment.router,HEALTH_OR_DIAGNOSTIC,,,
POST,/v1/payments/orders,create_order,app.engines.payment.router,EXTERNAL_SIDE_EFFECT,,create_order,
POST,/v1/payments/webhook,payment_webhook,app.engines.payment.router,DATABASE_MUTATION,add|flush,,
GET,/v1/payments/{payment_id},get_payment,app.engines.payment.router,READ_ONLY,,,
GET,/v1/payments,list_payments,app.engines.payment.router,READ_ONLY,,,
POST,/v1/payments/{payment_id}/refund,create_refund,app.engines.payment.router,DATABASE_MUTATION,add|flush,,
GET,/v1/payments/refunds/{refund_id},get_refund,app.engines.payment.router,READ_ONLY,,,
GET,/v1/payments/tenants/{tenant_id}/refunds,list_refunds,app.engines.payment.router,READ_ONLY,,,
POST,/v1/payments/invoices,generate_invoice,app.engines.payment.router,DATABASE_MUTATION,add|flush,,
GET,/v1/payments/invoices/{invoice_id},get_invoice,app.engines.payment.router,READ_ONLY,,,
GET,/v1/payments/tenants/{tenant_id}/invoices,list_invoices,app.engines.payment.router,READ_ONLY,,,
POST,/v1/payments/tenants/{tenant_id}/payout,request_payout,app.engines.payment.router,DATABASE_MUTATION,add|flush,,
GET,/v1/payments/payouts/{payout_id},get_payout,app.engines.payment.router,READ_ONLY,,,
GET,/v1/payments/tenants/{tenant_id}/payouts,list_payouts,app.engines.payment.router,READ_ONLY,,,
GET,/v1/inventory/meta,engine_meta,app.engines.inventory.router,HEALTH_OR_DIAGNOSTIC,,,
POST,/v1/inventory/tenants/{tenant_id}/items,create_item,app.engines.inventory.router,DATABASE_MUTATION,add|flush,,
GET,/v1/inventory/items/{item_id},get_item,app.engines.inventory.router,READ_ONLY,,,
GET,/v1/inventory/tenants/{tenant_id}/items,list_items,app.engines.inventory.router,READ_ONLY,,,
POST,/v1/inventory/items/{item_id}/locations/{location_id}/receive,receive_stock,app.engines.inventory.router,DATABASE_MUTATION,add|flush,,
GET,/v1/inventory/items/{item_id}/locations/{location_id}/balance,get_balance,app.engines.inventory.router,READ_ONLY,,,
GET,/v1/inventory/items/{item_id}/locations/{location_id}/transactions,list_txns,app.engines.inventory.router,READ_ONLY,,,
POST,/v1/inventory/reservations,create_reservation,app.engines.inventory.router,DATABASE_MUTATION,add|flush|raw_sql,,
POST,/v1/inventory/reservations/confirm,confirm_reservation,app.engines.inventory.router,DATABASE_MUTATION,add|flush,,
POST,/v1/inventory/reservations/release,release_reservation,app.engines.inventory.router,DATABASE_MUTATION,add|flush,,
GET,/v1/inventory/tenants/{tenant_id}/low-stock,low_stock,app.engines.inventory.router,READ_ONLY,,,
POST,/v1/inventory/tenants/{tenant_id}/items/{item_id}/replenish,replenish,app.engines.inventory.router,READ_ONLY_POST,,,
GET,/v1/subscriptions/meta,engine_meta,app.engines.subscription.router,HEALTH_OR_DIAGNOSTIC,,,
POST,/v1/subscriptions,create_subscription,app.engines.subscription.router,DATABASE_MUTATION,add|flush,,
GET,/v1/subscriptions/tenants/{tenant_id},get_subscription,app.engines.subscription.router,READ_ONLY,,,
PUT,/v1/subscriptions/tenants/{tenant_id}/plan,update_plan,app.engines.subscription.router,DATABASE_MUTATION,add,,
POST,/v1/subscriptions/tenants/{tenant_id}/cancel,cancel,app.engines.subscription.router,DATABASE_MUTATION,add,,
POST,/v1/subscriptions/tenants/{tenant_id}/pause,pause,app.engines.subscription.router,DATABASE_MUTATION,add,,
POST,/v1/subscriptions/tenants/{tenant_id}/resume,resume,app.engines.subscription.router,DATABASE_MUTATION,add,,
GET,/v1/subscriptions/tenants/{tenant_id}/period,current_period,app.engines.subscription.router,READ_ONLY,,,
GET,/v1/subscriptions/tenants/{tenant_id}/history,billing_history,app.engines.subscription.router,READ_ONLY,,,
GET,/v1/subscriptions/tenants/{tenant_id}/proration-preview,proration_preview,app.engines.subscription.router,READ_ONLY,,,
GET,/v1/documents/meta,engine_meta,app.engines.document.router,HEALTH_OR_DIAGNOSTIC,,,
POST,/v1/documents,generate_doc,app.engines.document.router,DATABASE_MUTATION,add|flush,,
GET,/v1/documents/{document_id},get_doc,app.engines.document.router,READ_ONLY,,,
GET,/v1/documents,list_by_entity,app.engines.document.router,READ_ONLY,,,
POST,/v1/documents/{document_id}/send,send_for_signature,app.engines.document.router,DATABASE_MUTATION,add,,
GET,/v1/documents/{document_id}/signing-url,get_signing_url,app.engines.document.router,READ_ONLY,,,
POST,/v1/documents/sign/{token},record_signature,app.engines.document.router,DATABASE_MUTATION,add,,
POST,/v1/documents/{document_id}/void,void_document,app.engines.document.router,DATABASE_MUTATION,add,,
GET,/v1/documents/{document_id}/events,list_events,app.engines.document.router,READ_ONLY,,,
GET,/v1/documents/tenants/{tenant_id}/templates/{doc_type},get_template,app.engines.document.router,READ_ONLY,,,
GET,/v1/bookings/meta,engine_meta,app.engines.booking.router,HEALTH_OR_DIAGNOSTIC,,,
POST,/v1/bookings/preflight,booking_preflight,app.engines.booking.router,READ_ONLY_POST,,,
POST,/v1/bookings,create_booking,app.engines.booking.router,DATABASE_MUTATION,add|flush,,_write_history
GET,/v1/bookings/{booking_id},get_booking,app.engines.booking.router,READ_ONLY,,,
GET,/v1/bookings,list_bookings,app.engines.booking.router,READ_ONLY,,,
POST,/v1/bookings/{booking_id}/cancel,cancel_booking,app.engines.booking.router,DATABASE_MUTATION,add,,_write_history
GET,/v1/bookings/customers/{customer_id},list_by_customer,app.engines.booking.router,READ_ONLY,,,
GET,/v1/bookings/tenants/{tenant_id_param},list_by_tenant,app.engines.booking.router,READ_ONLY,,,
POST,/v1/bookings/{booking_id}/confirm,confirm_booking,app.engines.booking.router,DATABASE_MUTATION,add,,_write_history
POST,/v1/bookings/{booking_id}/reject,reject_booking,app.engines.booking.router,DATABASE_MUTATION,add,,_write_history
POST,/v1/bookings/{booking_id}/convert-to-job,convert_to_job,app.engines.booking.router,DATABASE_MUTATION,add|flush,,_write_history
POST,/v1/bookings/{booking_id}/reschedule/request,request_reschedule,app.engines.booking.router,DATABASE_MUTATION,add|flush,,
POST,/v1/bookings/reschedule/{reschedule_id}/accept,accept_reschedule,app.engines.booking.router,DATABASE_MUTATION,add,,_write_history
POST,/v1/bookings/reschedule/{reschedule_id}/reject,reject_reschedule,app.engines.booking.router,READ_ONLY_POST,,,
GET,/v1/bookings/{booking_id}/timeline,get_timeline,app.engines.booking.router,READ_ONLY,,,
POST,/v1/bookings/{booking_id}/notes,add_note,app.engines.booking.router,DATABASE_MUTATION,add|flush,,
GET,/v1/bookings/{booking_id}/notes,list_notes,app.engines.booking.router,READ_ONLY,,,
GET,/v1/bookings/tenants/{tenant_id_param}/slots/check,check_slots,app.engines.booking.router,READ_ONLY,,,
GET,/v1/bookings/tenants/{tenant_id_param}/cancellation-policy,cancellation_policy,app.engines.booking.router,READ_ONLY,,,
POST,/v1/bookings/{booking_id}/void,void_booking,app.engines.booking.router,DATABASE_MUTATION,add,,_write_history
GET,/v1/bookings/tenants/{tenant_id_param}/search,search,app.engines.booking.router,READ_ONLY,,,
GET,/v1/admin/bookings/filters,booking_filter_options,app.engines.booking.admin_router,READ_ONLY,,,
GET,/v1/admin/bookings/summary,booking_summary,app.engines.booking.admin_router,READ_ONLY,,,
GET,/v1/admin/bookings/tenant-search,tenant_search,app.engines.booking.admin_router,READ_ONLY,,,
GET,/v1/admin/bookings/export,export_bookings,app.engines.booking.admin_router,READ_ONLY,,,
GET,/v1/admin/bookings,list_admin_bookings,app.engines.booking.admin_router,READ_ONLY,,,
GET,/v1/admin/bookings/{booking_id}/timeline,get_booking_timeline,app.engines.booking.admin_router,READ_ONLY,,,
GET,/v1/admin/bookings/{booking_id}/notes,get_booking_notes,app.engines.booking.admin_router,READ_ONLY,,,
GET,/v1/admin/bookings/{booking_id},get_admin_booking,app.engines.booking.admin_router,READ_ONLY,,,
POST,/v1/admin/bookings/{booking_id}/cancel,admin_cancel_booking,app.engines.booking.admin_router,DATABASE_MUTATION,commit|raw_sql,,
POST,/v1/admin/bookings/{booking_id}/void,admin_void_booking,app.engines.booking.admin_router,DATABASE_MUTATION,commit|raw_sql,,
GET,/v1/appointments/meta,engine_meta,app.engines.appointment.router,HEALTH_OR_DIAGNOSTIC,,,
POST,/v1/appointments/hold,hold_slot,app.engines.appointment.router,DATABASE_MUTATION,add|flush,,_write_history
POST,/v1/appointments/{appointment_id}/confirm,confirm_hold,app.engines.appointment.router,DATABASE_MUTATION,add,,_write_history
GET,/v1/appointments/{appointment_id},get_appointment,app.engines.appointment.router,READ_ONLY,,,
GET,/v1/appointments/staff/{staff_id},list_by_staff,app.engines.appointment.router,READ_ONLY,,,
GET,/v1/appointments/customers/{customer_id},list_by_customer,app.engines.appointment.router,READ_ONLY,,,
POST,/v1/appointments/{appointment_id}/cancel,cancel_appointment,app.engines.appointment.router,DATABASE_MUTATION,add,,_write_history
POST,/v1/appointments/{appointment_id}/reschedule,reschedule,app.engines.appointment.router,DATABASE_MUTATION,add|flush,,_write_history
POST,/v1/appointments/{appointment_id}/no-show,mark_no_show,app.engines.appointment.router,DATABASE_MUTATION,add,,_write_history
GET,/v1/appointments/{appointment_id}/history,get_history,app.engines.appointment.router,READ_ONLY,,,
GET,/v1/appointments/staff/{staff_id}/slots,available_slots,app.engines.appointment.router,READ_ONLY,,,
POST,/v1/appointments/staff/{staff_id}/calendar/block,block_calendar,app.engines.appointment.router,DATABASE_MUTATION,add|flush,,
DELETE,/v1/appointments/calendar/blocks/{block_id},unblock_calendar,app.engines.appointment.router,DATABASE_MUTATION,delete,,
PUT,/v1/appointments/staff/{staff_id}/working-hours,set_working_hours,app.engines.appointment.router,DATABASE_MUTATION,add,,
GET,/v1/admin/customers/filters,customer_filter_options,app.engines.auth.admin_customers_router,READ_ONLY,,,
GET,/v1/admin/customers/summary,customer_summary,app.engines.auth.admin_customers_router,READ_ONLY,,,
GET,/v1/admin/customers/export,export_customers,app.engines.auth.admin_customers_router,READ_ONLY,,,
GET,/v1/admin/customers,list_admin_customers,app.engines.auth.admin_customers_router,READ_ONLY,,,
GET,/v1/admin/customers/{customer_id}/bookings,customer_booking_history,app.engines.auth.admin_customers_router,READ_ONLY,,,
GET,/v1/admin/customers/{customer_id},get_admin_customer,app.engines.auth.admin_customers_router,READ_ONLY,,,
GET,/v1/admin/customers/{customer_id}/complaints,customer_complaints,app.engines.auth.admin_customers_router,READ_ONLY,,,
GET,/v1/admin/customers/{customer_id}/service-credits,customer_service_credits,app.engines.auth.admin_customers_router,READ_ONLY,,,
POST,/v1/admin/customers/{customer_id}/service-credits,issue_customer_service_credit,app.engines.auth.admin_customers_router,DATABASE_MUTATION,add,,_audit|record_platform_audit
GET,/v1/admin/customers/{customer_id}/sessions,customer_sessions,app.engines.auth.admin_customers_router,READ_ONLY,,,
GET,/v1/admin/customers/{customer_id}/login-history,customer_login_history,app.engines.auth.admin_customers_router,READ_ONLY,,,
GET,/v1/admin/customers/{customer_id}/privacy-requests,customer_privacy_requests,app.engines.auth.admin_customers_router,READ_ONLY,,,
GET,/v1/admin/customers/{customer_id}/audit-logs,customer_audit_logs,app.engines.auth.admin_customers_router,READ_ONLY,,,
POST,/v1/admin/customers/{customer_id}/block,block_customer,app.engines.auth.admin_customers_router,DATABASE_MUTATION,add,,_audit|record_platform_audit
POST,/v1/admin/customers/{customer_id}/unblock,unblock_customer,app.engines.auth.admin_customers_router,DATABASE_MUTATION,add,,_audit|record_platform_audit
POST,/v1/admin/customers/{customer_id}/suspend,suspend_customer,app.engines.auth.admin_customers_router,DATABASE_MUTATION,add,,_audit|record_platform_audit
POST,/v1/admin/customers/{customer_id}/reactivate,reactivate_customer,app.engines.auth.admin_customers_router,DATABASE_MUTATION,add,,_audit|record_platform_audit
POST,/v1/admin/customers/{customer_id}/sessions/revoke-all,customer_revoke_all_sessions,app.engines.auth.admin_customers_router,DATABASE_MUTATION,add,,_audit|record_platform_audit
GET,/v1/admin/staff/filters,get_staff_filters,app.engines.auth.admin_staff_router,READ_ONLY,,,
GET,/v1/admin/staff/summary,get_staff_summary,app.engines.auth.admin_staff_router,READ_ONLY,,,
GET,/v1/admin/staff/export,export_staff,app.engines.auth.admin_staff_router,READ_ONLY,,,
GET,/v1/admin/staff,list_staff,app.engines.auth.admin_staff_router,READ_ONLY,,,
GET,/v1/admin/staff/{staff_id},get_staff_member,app.engines.auth.admin_staff_router,READ_ONLY,,,
GET,/v1/admin/staff/{staff_id}/jobs,get_staff_jobs,app.engines.auth.admin_staff_router,READ_ONLY,,,
GET,/v1/catalog/meta,engine_meta,app.engines.service_catalog.router,HEALTH_OR_DIAGNOSTIC,,,
POST,/v1/catalog,create_item,app.engines.service_catalog.router,DATABASE_MUTATION,add|flush,,
GET,/v1/catalog/{item_id},get_item,app.engines.service_catalog.router,READ_ONLY,,,
GET,/v1/catalog,list_items,app.engines.service_catalog.router,READ_ONLY,,,
PUT,/v1/catalog/{item_id},update_item,app.engines.service_catalog.router,DATABASE_MUTATION,raw_sql,,
POST,/v1/catalog/{item_id}/deactivate,deactivate_item,app.engines.service_catalog.router,READ_ONLY_POST,,,
GET,/v1/admin/finance/summary,finance_summary,app.engines.finance_hub.admin_router,READ_ONLY,,,
GET,/v1/admin/finance/overview,finance_overview,app.engines.finance_hub.admin_router,READ_ONLY,,,
GET,/v1/admin/finance/deposits,list_deposits,app.engines.finance_hub.admin_router,READ_ONLY,,,
GET,/v1/admin/finance/deposits/summary,deposits_summary,app.engines.finance_hub.admin_router,READ_ONLY,,,
GET,/v1/admin/finance/deposits/export,export_deposits,app.engines.finance_hub.admin_router,READ_ONLY,,,
GET,/v1/admin/finance/deposits/{deposit_id},get_deposit,app.engines.finance_hub.admin_router,READ_ONLY,,,
POST,/v1/admin/finance/deposits/{deposit_id}/approve,approve_deposit,app.engines.finance_hub.admin_router,DATABASE_MUTATION,flush,,_audit|record_platform_audit
POST,/v1/admin/finance/deposits/{deposit_id}/reject,reject_deposit,app.engines.finance_hub.admin_router,DATABASE_MUTATION,flush,,_audit|record_platform_audit
POST,/v1/admin/finance/deposits/{deposit_id}/record-offline,record_offline_deposit,app.engines.finance_hub.admin_router,DATABASE_MUTATION,,,_audit|record_platform_audit
POST,/v1/admin/finance/deposits/{deposit_id}/refund,refund_deposit,app.engines.finance_hub.admin_router,DATABASE_MUTATION,,,_audit|record_platform_audit
POST,/v1/admin/finance/deposits/{deposit_id}/adjust,adjust_deposit,app.engines.finance_hub.admin_router,DATABASE_MUTATION,,,_audit|record_platform_audit
GET,/v1/admin/finance/topups,list_topups,app.engines.finance_hub.admin_router,READ_ONLY,,,
GET,/v1/admin/finance/topups/summary,topups_summary,app.engines.finance_hub.admin_router,READ_ONLY,,,
