method,path,endpoint,classification,guard_status
POST,/v1/provider/offerings/enabled/{offering_id}/deactivate,deactivate_offering,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/provider/offerings/enabled/{offering_id}/refresh-readiness,refresh_offering_readiness,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/provider/status/refresh,refresh_provider_status,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/auth/mfa/confirm,confirm_mfa,MISSING_CANONICAL_ROW,
POST,/v1/auth/mfa/disable,disable_mfa,MISSING_CANONICAL_ROW,
PUT,/v1/auth/me,update_profile,MISSING_CANONICAL_ROW,
PUT,/v1/auth/password/change,change_password,MISSING_CANONICAL_ROW,
POST,/v1/auth/sessions/{session_id}/approve,approve_device,MISSING_CANONICAL_ROW,
POST,/v1/auth/staff/invite,invite_staff,MISSING_CANONICAL_ROW,
PUT,/v1/auth/staff/{user_id}/permissions,update_permissions,MISSING_CANONICAL_ROW,
POST,/v1/auth/staff/{user_id}/deactivate,deactivate_staff,MISSING_CANONICAL_ROW,
POST,/v1/auth/impersonate,impersonate,MISSING_CANONICAL_ROW,
POST,/v1/auth/api-keys,create_api_key,MISSING_CANONICAL_ROW,
DELETE,/v1/auth/api-keys/{key_id},revoke_api_key,MISSING_CANONICAL_ROW,
PATCH,/v1/auth/api-keys/{key_id},update_api_key,MISSING_CANONICAL_ROW,
POST,/v1/auth/change-password-required,change_password_required,MISSING_CANONICAL_ROW,
GET,/v1/provider/compliance/requests/{request_id},get_my_request,MISSING_CANONICAL_ROW,
GET,/v1/provider/compliance/exports/{export_id}/download,download_export,MISSING_CANONICAL_ROW,
GET,/v1/provider/compliance/staff-requests,list_staff_requests,MISSING_CANONICAL_ROW,
GET,/v1/provider/compliance/staff-requests/{request_id},get_staff_request,MISSING_CANONICAL_ROW,
GET,/v1/provider/compliance/customer-requests,list_customer_requests,MISSING_CANONICAL_ROW,
GET,/v1/provider/compliance/customer-requests/{request_id},get_customer_request,MISSING_CANONICAL_ROW,
POST,/v1/bookings/{booking_id}/cancel,cancel_booking,MISSING_CANONICAL_ROW,
POST,/v1/bookings/{booking_id}/reschedule/request,request_reschedule,MISSING_CANONICAL_ROW,
POST,/v1/rag/query,query,MISSING_CANONICAL_ROW,
POST,/v1/media/upload,upload_media,MISSING_CANONICAL_ROW,
POST,/v1/media/{media_id}/replace,replace_media,MISSING_CANONICAL_ROW,
POST,/v1/me/profile-photo,upload_my_profile_photo,MISSING_CANONICAL_ROW,
PUT,/v1/me/profile,update_my_profile,MISSING_CANONICAL_ROW,
GET,/v1/commerce/tenants/{tenant_id}/deposit,get_deposit,MISSING_CANONICAL_ROW,
POST,/v1/commerce/tenants/{tenant_id}/deposit/initiate,initiate_deposit,MISSING_CANONICAL_ROW,
GET,/v1/commerce/tenants/{tenant_id}/deposit/transactions,get_deposit_transactions,MISSING_CANONICAL_ROW,
POST,/v1/enterprise/saved-views,create_saved_view,MISSING_CANONICAL_ROW,
PUT,/v1/enterprise/saved-views/{view_id},update_saved_view,MISSING_CANONICAL_ROW,
DELETE,/v1/enterprise/saved-views/{view_id},delete_saved_view,MISSING_CANONICAL_ROW,
POST,/v1/enterprise/saved-views/{view_id}/set-default,set_default_view,MISSING_CANONICAL_ROW,
PUT,/v1/enterprise/column-preferences,save_column_preferences,MISSING_CANONICAL_ROW,
POST,/v1/enterprise/exports,create_export,MISSING_CANONICAL_ROW,
POST,/v1/provider/notifications/mark-all-read,provider_mark_all_read,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/provider/notifications/{notification_id}/read,provider_mark_read,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/provider/onboarding/refresh,refresh_onboarding,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/provider/setup/recommendations,provider_setup_recommendations,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,ROLE_ONLY_NOT_ACCESS_SCOPE_AWARE
POST,/v1/provider/team-members/{member_id}/create-login,create_member_login,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_ROLE_SCOPE_AWARE
PUT,/v1/staff/me/jobs/{job_id}/checklist/items/{item_id},my_job_checklist_item,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,STAFF_EXECUTION_ROLE_SCOPE_AWARE
DELETE,/v1/tenant/checklist-templates/{template_id},delete_template,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
PUT,/v1/tenant/checklist-templates/{template_id}/items/{item_id},update_item,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
DELETE,/v1/tenant/checklist-templates/{template_id}/items/{item_id},delete_item,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
POST,/v1/tenant/service-areas/validate,validate_tenant_service_area,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
PUT,/v1/tenant/service-areas/{area_id},update_tenant_service_area,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
DELETE,/v1/tenant/service-areas/{area_id},delete_tenant_service_area,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
POST,/v1/tenant/service-areas/{area_id}/services,add_service_mapping,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
PUT,/v1/tenant/service-areas/{area_id}/services/{mapping_id},update_service_mapping,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
DELETE,/v1/tenant/service-areas/{area_id}/services/{mapping_id},delete_service_mapping,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
POST,/v1/tenant/service-areas/{area_id}/set-primary,set_primary_tenant_service_area,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
POST,/v1/tenant/staff/{user_id}/lock,lock_staff,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/tenant/staff/{user_id}/sessions/revoke-all,revoke_staff_sessions,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/tenant/staff/{user_id}/unlock,unlock_staff,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/tenants/onboarding/signup,submit_signup,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,PUBLIC_NO_AUTH
POST,/v1/tenants/onboarding/{request_id}/activate,activate_tenant,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,PLATFORM_ADMIN_ONLY
PUT,/v1/tenants/onboarding/{request_id}/checklist/{item_key},update_checklist,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,PLATFORM_ADMIN_ONLY
POST,/v1/tenants/onboarding/{request_id}/preflight-check,preflight_check,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,PLATFORM_ADMIN_ONLY
POST,/v1/tenants/onboarding/{request_id}/reject,reject_onboarding,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,PLATFORM_ADMIN_ONLY
POST,/v1/tenants/onboarding/{request_id}/request-documents,request_documents,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,PLATFORM_ADMIN_ONLY
POST,/v1/tenants/onboarding/{request_id}/start-review,start_review,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,PLATFORM_ADMIN_ONLY
PUT,/v1/tenants/{tenant_id},update_tenant,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
POST,/v1/tenants/{tenant_id}/billing/dunning,trigger_dunning,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,PLATFORM_ADMIN_ONLY
PUT,/v1/tenants/{tenant_id}/billing/payment-method,update_payment_method,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
POST,/v1/tenants/{tenant_id}/data/delete-request,gdpr_deletion,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
POST,/v1/tenants/{tenant_id}/data/export,request_data_export,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
POST,/v1/tenants/{tenant_id}/engines/bulk-disable,bulk_disable,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
POST,/v1/tenants/{tenant_id}/engines/bulk-enable,bulk_enable,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
PUT,/v1/tenants/{tenant_id}/engines/{engine_id}/config,update_engine_config,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
POST,/v1/tenants/{tenant_id}/engines/{engine_id}/config/validate,validate_engine_config,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
POST,/v1/tenants/{tenant_id}/engines/{engine_id}/disable,disable_engine,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
POST,/v1/tenants/{tenant_id}/engines/{engine_id}/enable,enable_engine,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
PUT,/v1/tenants/{tenant_id}/feature-flags/{flag_key},set_feature_flag,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
DELETE,/v1/tenants/{tenant_id}/feature-flags/{flag_key},delete_feature_flag,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
POST,/v1/tenants/{tenant_id}/plan/downgrade,downgrade_plan,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
POST,/v1/tenants/{tenant_id}/plan/upgrade,upgrade_plan,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
POST,/v1/tenants/{tenant_id}/reinstate,reinstate_tenant,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
POST,/v1/tenants/{tenant_id}/suspend,suspend_tenant,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
POST,/v1/tenants/{tenant_id}/terminate/begin,begin_termination,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
POST,/v1/tenants/{tenant_id}/terminate/confirm,confirm_termination,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
POST,/v1/tenants/{tenant_id}/trial/convert,convert_trial,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
POST,/v1/jobs/quotes/{quote_id}/respond,respond_to_quote,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,CUSTOMER_ROLE_ONLY_NOT_TENANT_SCOPED
PUT,/v1/jobs/{job_id}/checklist/items/{item_id},update_checklist_item,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,STAFF_EXECUTION_ROLE_SCOPE_AWARE
POST,/v1/jobs/{job_id}/deduct-commission,deduct_commission,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
POST,/v1/jobs/{job_id}/financial-close,financial_close,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
POST,/v1/jobs/{job_id}/quotes/{quote_id}/approve,approve_job_quote,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,CUSTOMER_ROLE_ONLY_NOT_TENANT_SCOPED
POST,/v1/jobs/{job_id}/quotes/{quote_id}/reject,reject_job_quote,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,CUSTOMER_ROLE_ONLY_NOT_TENANT_SCOPED
POST,/v1/jobs/{job_id}/spawn-repair,spawn_repair,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
POST,/v1/bookings/reschedule/{reschedule_id}/reject,reject_reschedule,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
POST,/v1/reviews/{review_id}/reply,submit_reply,CANONICAL_ROW_NOT_IN_RUNTIME_TENANT_SET,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
