method,path,endpoint,module,source_file,source_line,tags,deprecated,include_in_schema,dependencies,auth_dependencies,db_writes,external_effects,audit_effects,tenant_derivation
PUT,/v1/admin/notifications/templates/{template_id},update_template,app.engines.notification.admin_router,app\engines\notification\admin_router.py,112,admin-notification-templates,False,True,update_template|get_db|require_notifications.templates.update|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,add|commit,,_audit,_svc()
POST,/v1/admin/notifications/templates/{template_id}/activate,activate_template,app.engines.notification.admin_router,app\engines\notification\admin_router.py,120,admin-notification-templates,False,True,activate_template|get_db|require_notifications.templates.activate|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,add|commit,,_audit,_svc()
POST,/v1/admin/notifications/templates/{template_id}/deactivate,deactivate_template,app.engines.notification.admin_router,app\engines\notification\admin_router.py,128,admin-notification-templates,False,True,deactivate_template|get_db|require_notifications.templates.activate|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,add|commit,,_audit,_svc()
POST,/v1/admin/notifications/templates/{template_id}/archive,archive_template,app.engines.notification.admin_router,app\engines\notification\admin_router.py,136,admin-notification-templates,False,True,archive_template|get_db|require_notifications.templates.archive|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,add|commit,,_audit,_svc()
DELETE,/v1/admin/notifications/templates/{template_id},delete_template,app.engines.notification.admin_router,app\engines\notification\admin_router.py,144,admin-notification-templates,False,True,delete_template|get_db|require_notifications.templates.delete|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,add|commit|delete,,_audit,_svc()
POST,/v1/admin/notifications/templates/{template_id}/clone,clone_template,app.engines.notification.admin_router,app\engines\notification\admin_router.py,152,admin-notification-templates,False,True,clone_template|get_db|require_notifications.templates.clone|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,add|commit|flush,,_audit,_svc()
POST,/v1/admin/notifications/templates/{template_id}/create-override,create_override,app.engines.notification.admin_router,app\engines\notification\admin_router.py,160,admin-notification-templates,False,True,create_override|get_db|require_notifications.templates.override|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,add|commit|flush,,_audit,_svc()
POST,/v1/admin/notifications/templates/{template_id}/validate,validate_template,app.engines.notification.admin_router,app\engines\notification\admin_router.py,174,admin-notification-templates,False,True,validate_template|get_db|require_notifications.templates.preview|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()
POST,/v1/admin/notifications/templates/{template_id}/render-preview,render_preview,app.engines.notification.admin_router,app\engines\notification\admin_router.py,184,admin-notification-templates,False,True,render_preview|get_db|require_notifications.templates.preview|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,add|commit,,_audit,_svc()
POST,/v1/admin/notifications/templates/{template_id}/test-send,test_send,app.engines.notification.admin_router,app\engines\notification\admin_router.py,192,admin-notification-templates,False,True,test_send|get_db|require_notifications.templates.test_send|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,add|commit|flush,,_audit,_svc()
GET,/v1/admin/notifications/templates/{template_id}/versions,list_versions,app.engines.notification.admin_router,app\engines\notification\admin_router.py,202,admin-notification-templates,False,True,list_versions|get_db|require_notifications.templates.read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()
POST,/v1/admin/notifications/templates/{template_id}/rollback,rollback_template,app.engines.notification.admin_router,app\engines\notification\admin_router.py,210,admin-notification-templates,False,True,rollback_template|get_db|require_notifications.templates.version.rollback|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,add|commit,,_audit,_svc()
GET,/v1/admin/notifications/templates/{template_id}/delivery-analytics,delivery_analytics,app.engines.notification.admin_router,app\engines\notification\admin_router.py,220,admin-notification-templates,False,True,delivery_analytics|get_db|require_notifications.templates.analytics.read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()
GET,/v1/admin/notifications/templates/{template_id}/audit-logs,template_audit_logs,app.engines.notification.admin_router,app\engines\notification\admin_router.py,228,admin-notification-templates,False,True,template_audit_logs|get_db|require_notifications.templates.audit.read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()
GET,/v1/admin/finance/settlements/summary,get_settlement_summary,app.engines.customer_credits.admin_router,app\engines\customer_credits\admin_router.py,35,admin-finance-settlements,False,True,get_settlement_summary|get_db|require_finance_settlements_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()
GET,/v1/admin/finance/settlements,list_settlements,app.engines.customer_credits.admin_router,app\engines\customer_credits\admin_router.py,44,admin-finance-settlements,False,True,list_settlements|get_db|require_finance_settlements_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()
GET,/v1/admin/finance/settlements/{settlement_id},get_settlement,app.engines.customer_credits.admin_router,app\engines\customer_credits\admin_router.py,60,admin-finance-settlements,False,True,get_settlement|get_db|require_finance_settlements_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()
POST,/v1/admin/finance/disputes/{dispute_id}/settlements,create_settlement,app.engines.customer_credits.admin_router,app\engines\customer_credits\admin_router.py,71,admin-finance-settlements,False,True,create_settlement|get_db|require_finance_settlements_create|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,add|commit|flush,,_audit,_svc()
POST,/v1/admin/finance/disputes/{dispute_id}/settlements/preview,preview_deduction,app.engines.customer_credits.admin_router,app\engines\customer_credits\admin_router.py,82,admin-finance-settlements,False,True,preview_deduction|get_db|require_finance_settlements_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()
POST,/v1/admin/finance/settlements/{settlement_id}/approve,approve_settlement,app.engines.customer_credits.admin_router,app\engines\customer_credits\admin_router.py,96,admin-finance-settlements,False,True,approve_settlement|get_db|require_finance_settlements_approve|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,add|commit,,_audit,_svc()
POST,/v1/admin/finance/settlements/{settlement_id}/execute,execute_settlement,app.engines.customer_credits.admin_router,app\engines\customer_credits\admin_router.py,107,admin-finance-settlements,False,True,execute_settlement|get_db|require_finance_settlements_execute|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,add|commit|flush,,_audit,_svc()
POST,/v1/admin/finance/settlements/{settlement_id}/cancel,cancel_settlement,app.engines.customer_credits.admin_router,app\engines\customer_credits\admin_router.py,118,admin-finance-settlements,False,True,cancel_settlement|get_db|require_finance_settlements_cancel|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,add|commit,,_audit,_svc()
GET,/v1/admin/finance/credits/summary,get_credit_summary,app.engines.customer_credits.admin_router,app\engines\customer_credits\admin_router.py,132,admin-finance-settlements,False,True,get_credit_summary|get_db|require_finance_credits_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,
GET,/v1/admin/finance/credits,list_credits,app.engines.customer_credits.admin_router,app\engines\customer_credits\admin_router.py,141,admin-finance-settlements,False,True,list_credits|get_db|require_finance_credits_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,
GET,/v1/admin/finance/credits/{credit_id},get_credit,app.engines.customer_credits.admin_router,app\engines\customer_credits\admin_router.py,155,admin-finance-settlements,False,True,get_credit|get_db|require_finance_credits_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,
POST,/v1/admin/finance/customers/{customer_id}/credits,issue_manual_credit,app.engines.customer_credits.admin_router,app\engines\customer_credits\admin_router.py,165,admin-finance-settlements,False,True,issue_manual_credit|get_db|require_finance_credits_create|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,add|commit|flush,,_audit,
POST,/v1/admin/finance/credits/{credit_id}/cancel,cancel_credit,app.engines.customer_credits.admin_router,app\engines\customer_credits\admin_router.py,176,admin-finance-settlements,False,True,cancel_credit|get_db|require_finance_credits_cancel|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,add|commit,,_audit,
POST,/v1/admin/finance/credits/{credit_id}/extend,extend_credit,app.engines.customer_credits.admin_router,app\engines\customer_credits\admin_router.py,188,admin-finance-settlements,False,True,extend_credit|get_db|require_finance_credits_extend|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,add|commit,,_audit,
GET,/v1/admin/finance/penalties/summary,get_penalty_summary,app.engines.customer_credits.admin_router,app\engines\customer_credits\admin_router.py,202,admin-finance-settlements,False,True,get_penalty_summary|get_db|require_finance_penalties_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,
GET,/v1/admin/finance/penalties,list_penalties,app.engines.customer_credits.admin_router,app\engines\customer_credits\admin_router.py,211,admin-finance-settlements,False,True,list_penalties|get_db|require_finance_penalties_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,
GET,/v1/admin/finance/vertical-config/{vertical_type},get_vertical_config,app.engines.customer_credits.admin_router,app\engines\customer_credits\admin_router.py,227,admin-finance-settlements,False,True,get_vertical_config|get_db|require_finance_hub_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,
GET,/v1/me/credits,list_my_credits,app.engines.customer_credits.customer_router,app\engines\customer_credits\customer_router.py,22,customer-credits,False,True,list_my_credits|get_db|require_customer|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_customer|get_current_user,,,,
GET,/v1/me/credits/summary,get_my_credit_summary,app.engines.customer_credits.customer_router,app\engines\customer_credits\customer_router.py,36,customer-credits,False,True,get_my_credit_summary|get_db|require_customer|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_customer|get_current_user,,,,
GET,/v1/me/credits/{credit_id},get_my_credit,app.engines.customer_credits.customer_router,app\engines\customer_credits\customer_router.py,46,customer-credits,False,True,get_my_credit|get_db|require_customer|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_customer|get_current_user,,,,
POST,/v1/me/credits/preview-apply,preview_apply_credit,app.engines.customer_credits.customer_router,app\engines\customer_credits\customer_router.py,57,customer-credits,False,True,preview_apply_credit|get_db|require_customer|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_customer|get_current_user,,,,
POST,/v1/me/credits/apply,apply_credit_to_booking,app.engines.customer_credits.customer_router,app\engines\customer_credits\customer_router.py,71,customer-credits,False,True,apply_credit_to_booking|get_db|require_customer|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_customer|get_current_user,add|commit,,_audit,
GET,/v1/provider/finance/credits/summary,tenant_credits_summary,app.engines.customer_credits.provider_router,app\engines\customer_credits\provider_router.py,27,provider-finance,False,True,tenant_credits_summary|get_db|require_technician|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_technician|get_current_user,,,,
GET,/v1/provider/finance/penalties/summary,tenant_penalties_summary,app.engines.customer_credits.provider_router,app\engines\customer_credits\provider_router.py,38,provider-finance,False,True,tenant_penalties_summary|get_db|require_technician|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_technician|get_current_user,,,,
GET,/v1/provider/finance/penalties,list_tenant_penalties,app.engines.customer_credits.provider_router,app\engines\customer_credits\provider_router.py,49,provider-finance,False,True,list_tenant_penalties|get_db|require_technician|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_technician|get_current_user,,,,u.tenant_id
GET,/v1/provider/finance/settlements,list_tenant_settlements,app.engines.customer_credits.provider_router,app\engines\customer_credits\provider_router.py,65,provider-finance,False,True,list_tenant_settlements|get_db|require_technician|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_technician|get_current_user,,,,u.tenant_id
GET,/v1/security/meta,engine_meta,app.engines.security.router,app\engines\security\router.py,26,Security Engine|Engine Registry,False,True,engine_meta,NONE,,,,
POST,/v1/security/api-keys,create_api_key,app.engines.security.router,app\engines\security\router.py,44,Security Engine,False,True,create_api_key|require_tenant_update|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,add|flush|raw_sql,,,
GET,/v1/security/api-keys/tenants/{tenant_id},list_api_keys,app.engines.security.router,app\engines\security\router.py,59,Security Engine,False,True,list_api_keys|require_tenant_update|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,,,,
GET,/v1/security/api-keys/{key_id},get_api_key,app.engines.security.router,app\engines\security\router.py,68,Security Engine,False,True,get_api_key|require_tenant_update|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,,,,
POST,/v1/security/api-keys/verify,verify_api_key,app.engines.security.router,app\engines\security\router.py,78,Security Engine,False,True,verify_api_key|get_db,NONE,add|flush,,,
POST,/v1/security/api-keys/{key_id}/rotate,rotate_api_key,app.engines.security.router,app\engines\security\router.py,88,Security Engine,False,True,rotate_api_key|require_tenant_update|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,add|flush|raw_sql,,,
POST,/v1/security/api-keys/{key_id}/revoke,revoke_api_key,app.engines.security.router,app\engines\security\router.py,98,Security Engine,False,True,revoke_api_key|require_tenant_update|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,add|raw_sql,,,
POST,/v1/security/blocklist,block_ip,app.engines.security.router,app\engines\security\router.py,111,Security Engine,False,True,block_ip|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_super_admin|get_current_user|get_current_user,add|flush|raw_sql,,,
DELETE,/v1/security/blocklist/{ip_or_cidr},unblock_ip,app.engines.security.router,app\engines\security\router.py,127,Security Engine,False,True,unblock_ip|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_super_admin|get_current_user|get_current_user,add|raw_sql,,,
GET,/v1/security/blocklist/check,check_ip,app.engines.security.router,app\engines\security\router.py,136,Security Engine,False,True,check_ip|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,,,,
GET,/v1/security/blocklist,list_blocklist,app.engines.security.router,app\engines\security\router.py,145,Security Engine,False,True,list_blocklist|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_super_admin|get_current_user|get_current_user,,,,
POST,/v1/security/activity/record,record_activity,app.engines.security.router,app\engines\security\router.py,158,Security Engine,False,True,record_activity|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,add|flush,,,
GET,/v1/security/activity,list_activity,app.engines.security.router,app\engines\security\router.py,171,Security Engine,False,True,list_activity|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_super_admin|get_current_user|get_current_user,,,,
POST,/v1/security/activity/{log_id}/acknowledge,acknowledge_activity,app.engines.security.router,app\engines\security\router.py,186,Security Engine,False,True,acknowledge_activity|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_super_admin|get_current_user|get_current_user,,,,
POST,/v1/security/audit-log,write_audit,app.engines.security.router,app\engines\security\router.py,197,Security Engine,False,True,write_audit|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,add|flush|raw_sql,,,
GET,/v1/security/audit-log,search_audit,app.engines.security.router,app\engines\security\router.py,212,Security Engine,False,True,search_audit|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_super_admin|get_current_user|get_current_user,,,,
POST,/v1/security/sessions,create_session,app.engines.security.router,app\engines\security\router.py,230,Security Engine,False,True,create_session|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,add|flush,,,
GET,/v1/security/sessions/users/{user_id},list_sessions,app.engines.security.router,app\engines\security\router.py,246,Security Engine,False,True,list_sessions|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,,,,
POST,/v1/security/sessions/{session_id}/revoke,revoke_session,app.engines.security.router,app\engines\security\router.py,255,Security Engine,False,True,revoke_session|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,add|raw_sql,,_audit|record_platform_audit,
POST,/v1/security/sessions/users/{user_id}/revoke-all,revoke_all_sessions,app.engines.security.router,app\engines\security\router.py,266,Security Engine,False,True,revoke_all_sessions|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_super_admin|get_current_user|get_current_user,add|raw_sql,,,
GET,/v1/security/summary,security_summary,app.engines.security.router,app\engines\security\router.py,278,Security Engine,False,True,security_summary|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_super_admin|get_current_user|get_current_user,,,,
GET,/v1/admin/security/overview,overview,app.engines.security.admin_router,app\engines\security\admin_router.py,37,Security SOC,False,True,overview|_svc|get_db|require_security_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|require_super_admin|get_current_user,,,,
GET,/v1/admin/security/threats,list_threats,app.engines.security.admin_router,app\engines\security\admin_router.py,46,Security SOC,False,True,list_threats|require_security_threats_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|require_security_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,,,,
GET,/v1/admin/security/threats/{threat_id},threat_detail,app.engines.security.admin_router,app\engines\security\admin_router.py,56,Security SOC,False,True,threat_detail|require_security_threats_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|require_security_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,,,,
POST,/v1/admin/security/threats/{threat_id}/assign,assign_threat,app.engines.security.admin_router,app\engines\security\admin_router.py,67,Security SOC,False,True,assign_threat|require_security_threats_update|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|require_security_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,,,_audit|record_platform_audit,
POST,/v1/admin/security/threats/{threat_id}/status,update_threat_status,app.engines.security.admin_router,app\engines\security\admin_router.py,79,Security SOC,False,True,update_threat_status|require_security_threats_resolve|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|require_security_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,raw_sql,,_audit|record_platform_audit,
POST,/v1/admin/security/threats/{threat_id}/block-ip,block_ip_from_threat,app.engines.security.admin_router,app\engines\security\admin_router.py,91,Security SOC,False,True,block_ip_from_threat|require_security_threats_block_ip|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|require_security_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,add|flush,,_audit|record_platform_audit,
POST,/v1/admin/security/threats/{threat_id}/revoke-sessions,revoke_sessions_from_threat,app.engines.security.admin_router,app\engines\security\admin_router.py,102,Security SOC,False,True,revoke_sessions_from_threat|require_security_threats_update|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|require_security_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,,,_audit|record_platform_audit,
GET,/v1/admin/security/sessions,list_sessions,app.engines.security.admin_router,app\engines\security\admin_router.py,114,Security SOC,False,True,list_sessions|require_security_sessions_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|require_security_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,,,,
GET,/v1/admin/security/sessions/{session_id},session_detail,app.engines.security.admin_router,app\engines\security\admin_router.py,124,Security SOC,False,True,session_detail|require_security_sessions_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|require_security_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,,,,
POST,/v1/admin/security/sessions/{session_id}/revoke,revoke_session,app.engines.security.admin_router,app\engines\security\admin_router.py,135,Security SOC,False,True,revoke_session|require_security_sessions_revoke|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|require_security_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,add|raw_sql,,_audit|record_platform_audit,
POST,/v1/admin/security/sessions/user/{user_id}/revoke-all,revoke_all_sessions,app.engines.security.admin_router,app\engines\security\admin_router.py,146,Security SOC,False,True,revoke_all_sessions|require_security_sessions_revoke|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|require_security_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,,,_audit|record_platform_audit,
GET,/v1/admin/security/ip-blocklist,list_ip_blocklist,app.engines.security.admin_router,app\engines\security\admin_router.py,158,Security SOC,False,True,list_ip_blocklist|require_security_ip_blocklist_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|require_security_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,,,,
POST,/v1/admin/security/ip-blocklist,create_ip_block,app.engines.security.admin_router,app\engines\security\admin_router.py,179,Security SOC,False,True,create_ip_block|require_security_ip_blocklist_create|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|require_security_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,add|flush,,_audit|record_platform_audit,
PATCH,/v1/admin/security/ip-blocklist/{entry_id},update_ip_block,app.engines.security.admin_router,app\engines\security\admin_router.py,194,Security SOC,False,True,update_ip_block|require_security_ip_blocklist_update|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|require_security_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,raw_sql,,_audit|record_platform_audit,
POST,/v1/admin/security/ip-blocklist/{entry_id}/revoke,revoke_ip_block,app.engines.security.admin_router,app\engines\security\admin_router.py,205,Security SOC,False,True,revoke_ip_block|require_security_ip_blocklist_revoke|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|require_security_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,,,_audit|record_platform_audit,
GET,/v1/admin/security/ip-blocklist/{entry_id}/hits,ip_block_hits,app.engines.security.admin_router,app\engines\security\admin_router.py,212,Security SOC,False,True,ip_block_hits|require_security_ip_blocklist_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|require_security_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,,,,
GET,/v1/admin/security/api-keys,list_api_keys,app.engines.security.admin_router,app\engines\security\admin_router.py,223,Security SOC,False,True,list_api_keys|require_security_api_keys_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|require_security_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,,,,
POST,/v1/admin/security/api-keys,create_api_key,app.engines.security.admin_router,app\engines\security\admin_router.py,246,Security SOC,False,True,create_api_key|require_security_api_keys_create|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|require_security_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,add|flush|raw_sql,,,
GET,/v1/admin/security/api-keys/{key_id},api_key_detail,app.engines.security.admin_router,app\engines\security\admin_router.py,256,Security SOC,False,True,api_key_detail|require_security_api_keys_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|require_security_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,,,,
POST,/v1/admin/security/api-keys/{key_id}/rotate,rotate_api_key,app.engines.security.admin_router,app\engines\security\admin_router.py,267,Security SOC,False,True,rotate_api_key|require_security_api_keys_rotate|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|require_security_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,add|flush|raw_sql,,,
