method,path,endpoint,module,behaviour,persona,auth_dependencies,db_writes,external_effects
POST,/v1/appointments/{appointment_id}/no-show,mark_no_show,app.engines.appointment.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add,
POST,/v1/appointments/staff/{staff_id}/calendar/block,block_calendar,app.engines.appointment.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add|flush,
DELETE,/v1/appointments/calendar/blocks/{block_id},unblock_calendar,app.engines.appointment.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,delete,
PUT,/v1/appointments/staff/{staff_id}/working-hours,set_working_hours,app.engines.appointment.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add,
POST,/v1/admin/customers/{customer_id}/service-credits,issue_customer_service_credit,app.engines.auth.admin_customers_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add,
POST,/v1/admin/customers/{customer_id}/block,block_customer,app.engines.auth.admin_customers_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add,
POST,/v1/admin/customers/{customer_id}/unblock,unblock_customer,app.engines.auth.admin_customers_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add,
POST,/v1/admin/customers/{customer_id}/suspend,suspend_customer,app.engines.auth.admin_customers_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add,
POST,/v1/admin/customers/{customer_id}/reactivate,reactivate_customer,app.engines.auth.admin_customers_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add,
POST,/v1/admin/customers/{customer_id}/sessions/revoke-all,customer_revoke_all_sessions,app.engines.auth.admin_customers_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add,
POST,/v1/catalog,create_item,app.engines.service_catalog.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add|flush,
PUT,/v1/catalog/{item_id},update_item,app.engines.service_catalog.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,raw_sql,
POST,/v1/admin/finance/deposits/{deposit_id}/approve,approve_deposit,app.engines.finance_hub.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,flush,
POST,/v1/admin/finance/deposits/{deposit_id}/reject,reject_deposit,app.engines.finance_hub.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,flush,
POST,/v1/admin/finance/deposits/{deposit_id}/record-offline,record_offline_deposit,app.engines.finance_hub.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,,
POST,/v1/admin/finance/deposits/{deposit_id}/refund,refund_deposit,app.engines.finance_hub.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,,
POST,/v1/admin/finance/deposits/{deposit_id}/adjust,adjust_deposit,app.engines.finance_hub.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,,
POST,/v1/admin/finance/topups/{topup_id}/retry-credit,retry_credit,app.engines.finance_hub.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,,
POST,/v1/admin/finance/topups/{topup_id}/refund,refund_topup,app.engines.finance_hub.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,,
POST,/v1/admin/finance/warranty-claims/{claim_id}/assign,assign_reviewer,app.engines.finance_hub.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,,
POST,/v1/admin/finance/warranty-claims/{claim_id}/request-documents,request_documents,app.engines.finance_hub.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,,
POST,/v1/admin/finance/warranty-claims/{claim_id}/approve,approve_claim,app.engines.finance_hub.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,,
POST,/v1/admin/finance/warranty-claims/{claim_id}/reject,reject_claim,app.engines.finance_hub.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,,
POST,/v1/admin/finance/warranty-claims/{claim_id}/settle,settle_claim,app.engines.finance_hub.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,,
POST,/v1/admin/finance/payouts/{payout_id}/approve,approve_payout,app.engines.finance_hub.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,,
POST,/v1/admin/finance/payouts/{payout_id}/reject,reject_payout,app.engines.finance_hub.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,,
POST,/v1/admin/finance/payouts/{payout_id}/mark-processing,mark_processing,app.engines.finance_hub.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,,
POST,/v1/admin/finance/payouts/{payout_id}/mark-completed,mark_completed,app.engines.finance_hub.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,,
POST,/v1/admin/finance/payouts/{payout_id}/mark-failed,mark_failed,app.engines.finance_hub.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,,
POST,/v1/geo/tenants/{tenant_id}/zones,create_zone,app.engines.geo.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add|flush,
POST,/v1/geo/tenants/{tenant_id}/staff/{staff_id}/location,update_location,app.engines.geo.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add|raw_sql,
POST,/v1/dispatch/jobs/{job_id}/dispatch,dispatch_job,app.engines.dispatch.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add|flush,
POST,/v1/dispatch/jobs/{job_id}/accept,accept_job,app.engines.dispatch.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add,
POST,/v1/dispatch/jobs/{job_id}/reject,reject_job,app.engines.dispatch.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add,
POST,/v1/dispatch/jobs/{job_id}/reassign,reassign,app.engines.dispatch.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add,
POST,/v1/jobs,create_job,app.engines.field_ops.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user|get_current_user,add|flush,
POST,/v1/jobs/{job_id}/assign,assign_job,app.engines.field_ops.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user|get_current_user,add,
POST,/v1/jobs/{job_id}/accept,accept_job,app.engines.field_ops.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_staff_or_technician_only|get_current_user|get_current_user,add,
POST,/v1/jobs/{job_id}/reject-assignment,reject_assignment,app.engines.field_ops.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_staff_or_technician_only|get_current_user|get_current_user,add,
PUT,/v1/jobs/{job_id}/status,update_status,app.engines.field_ops.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user|get_current_user,add,
POST,/v1/jobs/{job_id}/assessment/start,start_assessment,app.engines.field_ops.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_staff_or_technician_only|get_current_user|get_current_user,add,
POST,/v1/jobs/{job_id}/assessment/complete,complete_assessment,app.engines.field_ops.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_staff_or_technician_only|get_current_user|get_current_user,add,
POST,/v1/jobs/{job_id}/quotes,create_job_quote,app.engines.field_ops.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user|get_current_user,add|flush,
POST,/v1/jobs/{job_id}/quotes/{quote_id}/send,send_job_quote,app.engines.field_ops.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user|get_current_user,add,
POST,/v1/jobs/{job_id}/quotes/{quote_id}/approve,approve_job_quote,app.engines.field_ops.router,DATABASE_MUTATION,CUSTOMER_SELF_SERVICE_MUTATION,require_customer|get_current_user|get_current_user,add,
POST,/v1/jobs/{job_id}/quotes/{quote_id}/reject,reject_job_quote,app.engines.field_ops.router,DATABASE_MUTATION,CUSTOMER_SELF_SERVICE_MUTATION,require_customer|get_current_user|get_current_user,add,
POST,/v1/jobs/{job_id}/convert-to-repair,convert_to_repair,app.engines.field_ops.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user|get_current_user,add|flush,
POST,/v1/jobs/{job_id}/checklist/start,start_checklist,app.engines.field_ops.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_staff_or_technician_only|get_current_user|get_current_user,add,
POST,/v1/jobs/{job_id}/checklist/complete,complete_checklist,app.engines.field_ops.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_staff_or_technician_only|get_current_user|get_current_user,add,
POST,/v1/jobs/{job_id}/findings,submit_findings,app.engines.field_ops.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_staff_or_technician_only|get_current_user|get_current_user,add,
PUT,/v1/jobs/{job_id}/checklist,update_checklist,app.engines.field_ops.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_staff_or_technician_only|get_current_user|get_current_user,raw_sql,
POST,/v1/jobs/{job_id}/quote,create_quote,app.engines.field_ops.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user|get_current_user,add|flush,
POST,/v1/jobs/quotes/{quote_id}/respond,respond_to_quote,app.engines.field_ops.router,DATABASE_MUTATION,CUSTOMER_SELF_SERVICE_MUTATION,require_customer|get_current_user|get_current_user,add,
POST,/v1/jobs/{job_id}/close,close_job,app.engines.field_ops.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user|get_current_user,add,
POST,/v1/jobs/{job_id}/generate-invoice,generate_invoice,app.engines.field_ops.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user|get_current_user,add|flush,
POST,/v1/jobs/{job_id}/record-payment,record_payment,app.engines.field_ops.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user|get_current_user,add|flush,
POST,/v1/jobs/{job_id}/financial-close,financial_close,app.engines.field_ops.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add|flush,
POST,/v1/jobs/{job_id}/void,void_job,app.engines.field_ops.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user|get_current_user,add,
POST,/v1/jobs/{job_id}/notes,add_note,app.engines.field_ops.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user|get_current_user,add|flush,
POST,/v1/jobs/{job_id}/media,add_media,app.engines.field_ops.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user|get_current_user,add|flush,
POST,/v1/staff/me/jobs/{job_id}/accept,accept,app.engines.field_ops.staff_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_staff_or_technician_only|get_current_user,add,
POST,/v1/staff/me/jobs/{job_id}/reject-assignment,reject,app.engines.field_ops.staff_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_staff_or_technician_only|get_current_user,add,
PUT,/v1/staff/me/jobs/{job_id}/status,update_status,app.engines.field_ops.staff_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_staff_or_technician_only|get_current_user,add|raw_sql,
POST,/v1/staff/me/jobs/{job_id}/checklist/start,my_job_checklist_start,app.engines.field_ops.staff_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_staff_or_technician_only|get_current_user,add,
POST,/v1/staff/me/jobs/{job_id}/checklist/complete,my_job_checklist_complete,app.engines.field_ops.staff_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_staff_or_technician_only|get_current_user,add,
POST,/v1/customer/quotes/{quote_id}/approve,approve_my_quote,app.engines.field_ops.customer_router,DATABASE_MUTATION,CUSTOMER_SELF_SERVICE_MUTATION,get_current_user,,
POST,/v1/customer/quotes/{quote_id}/reject,reject_my_quote,app.engines.field_ops.customer_router,DATABASE_MUTATION,CUSTOMER_SELF_SERVICE_MUTATION,get_current_user,,
POST,/v1/tenant/checklist-templates,create_template,app.engines.field_ops.checklist_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user|get_current_user,add|flush,
PUT,/v1/tenant/checklist-templates/{template_id},update_template,app.engines.field_ops.checklist_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user|get_current_user,raw_sql,
POST,/v1/tenant/checklist-templates/{template_id}/items,add_item,app.engines.field_ops.checklist_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user|get_current_user,add|flush,
PUT,/v1/tenant/checklist-templates/{template_id}/items/{item_id},update_item,app.engines.field_ops.checklist_router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,raw_sql,
POST,/v1/admin/tenants/{tenant_id}/wallet/adjust,admin_wallet_adjust,app.engines.field_ops.admin_finance_router,EXTERNAL_SIDE_EFFECT,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|require_super_admin|get_current_user,,credit_wallet|debit_wallet
POST,/v1/admin/catalog/types,create_type,app.engines.admin_catalog.catalog_enterprise_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,add|commit|flush,
PUT,/v1/admin/catalog/types/{type_id},update_type,app.engines.admin_catalog.catalog_enterprise_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,commit|raw_sql,
POST,/v1/admin/catalog/types/{type_id}/activate,activate_type,app.engines.admin_catalog.catalog_enterprise_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,commit,
POST,/v1/admin/catalog/types/{type_id}/deactivate,deactivate_type,app.engines.admin_catalog.catalog_enterprise_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,commit,
POST,/v1/admin/catalog/types/{type_id}/archive,archive_type,app.engines.admin_catalog.catalog_enterprise_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,commit,
POST,/v1/admin/catalog/type-mappings,create_type_mapping,app.engines.admin_catalog.catalog_enterprise_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,add|commit|flush,
PUT,/v1/admin/catalog/type-mappings/{mapping_id},update_type_mapping,app.engines.admin_catalog.catalog_enterprise_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,commit|raw_sql,
DELETE,/v1/admin/catalog/type-mappings/{mapping_id},delete_type_mapping,app.engines.admin_catalog.catalog_enterprise_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,commit,
POST,/v1/admin/catalog/brand-mappings,create_brand_mapping,app.engines.admin_catalog.catalog_enterprise_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,add|commit|flush,
PUT,/v1/admin/catalog/brand-mappings/{mapping_id},update_brand_mapping,app.engines.admin_catalog.catalog_enterprise_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,commit|raw_sql,
DELETE,/v1/admin/catalog/brand-mappings/{mapping_id},delete_brand_mapping,app.engines.admin_catalog.catalog_enterprise_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,commit,
POST,/v1/admin/tiers,create_tier,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add|flush,
PUT,/v1/admin/tiers/{tier_id},update_tier,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add|flush|raw_sql,
DELETE,/v1/admin/tiers/{tier_id},delete_tier,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add|flush,
DELETE,/v1/admin/tiers/{tier_id}/hard-delete,hard_delete_tier,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,delete|flush,
POST,/v1/admin/tier-locations/import/preview,import_tier_locations_preview,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add|flush,
POST,/v1/admin/tier-locations/import/confirm,import_tier_locations_confirm,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add|flush,
POST,/v1/admin/tier-locations/bulk/change-tier,bulk_change_tier_locations,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,commit,
POST,/v1/admin/tier-locations/bulk/deactivate,bulk_deactivate_tier_locations,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,commit,
POST,/v1/admin/tier-locations,create_tier_location,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add|flush,
PUT,/v1/admin/tier-locations/{location_id},update_tier_location,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add|flush|raw_sql,
DELETE,/v1/admin/tier-locations/{location_id},delete_tier_location,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add|flush,
POST,/v1/admin/tier-locations/{location_id}/resolve-conflict,resolve_conflict_location,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,commit,
PUT,/v1/admin/category-commission-rates/{category_id},set_category_commission_rate,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit,
POST,/v1/admin/service-categories,create_category,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,add|flush,
PUT,/v1/admin/service-categories/{category_id},update_category,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,flush|raw_sql,
DELETE,/v1/admin/service-categories/{category_id},delete_category,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,flush,
DELETE,/v1/admin/service-categories/{category_id}/hard-delete,hard_delete_category,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,delete|flush,
POST,/v1/admin/service-groups,create_service_group,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,add|flush,
PUT,/v1/admin/service-groups/{group_id},update_service_group,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,flush|raw_sql,
DELETE,/v1/admin/service-groups/{group_id},delete_service_group,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,flush,
POST,/v1/admin/service-groups/{group_id}/activate,activate_service_group,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,flush,
POST,/v1/admin/service-groups/{group_id}/deactivate,deactivate_service_group,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,flush,
POST,/v1/admin/service-groups/{group_id}/archive,archive_service_group,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,flush,
POST,/v1/admin/master-services,create_master_service,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,add|flush,
PUT,/v1/admin/master-services/{service_id},update_master_service,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,flush|raw_sql,
DELETE,/v1/admin/master-services/{service_id},delete_master_service,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,flush,
DELETE,/v1/admin/master-services/{service_id}/hard-delete,hard_delete_master_service,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,delete|flush,
POST,/v1/admin/master-services/{service_id}/activate,activate_master_service,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,flush,
POST,/v1/admin/master-services/{service_id}/deactivate,deactivate_master_service,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,flush,
POST,/v1/admin/master-services/{service_id}/archive,archive_master_service,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,flush,
POST,/v1/admin/service-types,create_service_type,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,add|flush,
PUT,/v1/admin/service-types/{type_id},update_service_type,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,flush|raw_sql,
DELETE,/v1/admin/service-types/{type_id},delete_service_type,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,flush,
DELETE,/v1/admin/service-types/{type_id}/hard-delete,hard_delete_service_type,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,delete|flush,
POST,/v1/admin/master-services/{service_id}/types,map_service_type,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,add|flush,
DELETE,/v1/admin/master-services/{service_id}/types/{mapping_id},remove_service_type_mapping,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,flush,
POST,/v1/admin/master-services/{service_id}/brands,map_service_brand,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,add|flush,
DELETE,/v1/admin/master-services/{service_id}/brands/{mapping_id},remove_service_brand_mapping,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,flush,
POST,/v1/admin/pricing-rules,create_pricing_rule,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add|flush,
PUT,/v1/admin/pricing-rules/{rule_id},update_pricing_rule,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add|flush|raw_sql,
DELETE,/v1/admin/pricing-rules/{rule_id},delete_pricing_rule,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add|flush,
DELETE,/v1/admin/pricing-rules/{rule_id}/hard-delete,hard_delete_pricing_rule,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,delete|flush,
POST,/v1/admin/pricing-rules/{rule_id}/activate,activate_pricing_rule,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add|flush,
POST,/v1/admin/pricing-rules/{rule_id}/deactivate,deactivate_pricing_rule,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add|flush,
POST,/v1/admin/pricing/bargain-rules,create_bargain_rule,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add|flush,
PUT,/v1/admin/pricing/bargain-rules/{rule_id},update_bargain_rule,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add|flush|raw_sql,
POST,/v1/admin/pricing/bargain-rules/{rule_id}/enable,enable_bargain_rule,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,flush,
POST,/v1/admin/pricing/bargain-rules/{rule_id}/disable,disable_bargain_rule,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,flush,
POST,/v1/admin/pricing/bargain-rules/{rule_id}/activate,activate_bargain_rule,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,flush,
POST,/v1/admin/pricing/bargain-rules/{rule_id}/deactivate,deactivate_bargain_rule,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,flush,
POST,/v1/admin/pricing/bargain/evaluate-preview,evaluate_bargain_preview,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add|flush,
POST,/v1/admin/pricing/provider-overrides,create_provider_override,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add|flush,
PUT,/v1/admin/pricing/provider-overrides/{override_id},update_provider_override,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add|flush|raw_sql,
POST,/v1/admin/pricing/provider-overrides/{override_id}/approve,approve_provider_override,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add|flush,
POST,/v1/admin/pricing/provider-overrides/{override_id}/reject,reject_provider_override,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add|flush,
POST,/v1/admin/pricing/provider-overrides/{override_id}/enable,enable_provider_override,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,flush,
POST,/v1/admin/pricing/provider-overrides/{override_id}/disable,disable_provider_override,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,flush,
POST,/v1/admin/pricing/provider-overrides/{override_id}/activate,activate_provider_override,app.engines.admin_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,flush,
